ID	Macrosegmento	Segmento Empresarial	Especialidade Principal	Serviços Principais	Palavras-chave / Termos de Busca	ICP B2B (Cliente Ideal)	Setores-alvo	Necessidade / Dor que Resolve	Sinais de Oportunidade para Busca	Objetivo de Captação	Modelo de Contratação	Potencial de Recorrência
B2B-0034	Tecnologia e Software	Implementadora de ERP	Implantação ERP	"Implantação ERP; migração; parametrização; treinamento; suporte"	"implementadora de erp; tecnologia e software; implantacao erp; migracao; parametrizacao; treinamento; suporte"	Empresas em crescimento, departamentos de TI, operações com processos manuais, startups e organizações com sistemas legados	"Indústria; serviços; financeiro; saúde; varejo; logística; educação; construção; agronegócio"	Processos manuais, sistemas desconectados, baixa escalabilidade, falta de dados ou necessidade de modernização tecnológica. Demanda típica: implantação erp.	"uso intenso de planilhas; sistemas legados; vagas de TI abertas; múltiplas ferramentas desconectadas; crescimento de operação; transformação digital anunciada"	Prospectar empresas do ICP com sinais de uso intenso de planilhas ou sistemas legados e potencial demanda por implantação erp e migração.	Projeto + sustentação	Alta
B2B-0035	Tecnologia e Software	Implementadora de CRM	CRM	"CRM; pipeline; automação comercial; integrações; treinamento"	"implementadora de crm; tecnologia e software; crm; pipeline; automacao comercial; integracoes; treinamento"	Empresas em crescimento, departamentos de TI, operações com processos manuais, startups e organizações com sistemas legados	"Indústria; serviços; financeiro; saúde; varejo; logística; educação; construção; agronegócio"	Processos manuais, sistemas desconectados, baixa escalabilidade, falta de dados ou necessidade de modernização tecnológica. Demanda típica: crm.	"uso intenso de planilhas; sistemas legados; vagas de TI abertas; múltiplas ferramentas desconectadas; crescimento de operação; transformação digital anunciada"	Prospectar empresas do ICP com sinais de uso intenso de planilhas ou sistemas legados e potencial demanda por crm e pipeline.	Projeto + sustentação	Alta
B2B-0036	Tecnologia e Software	Empresa de Business Intelligence	Dashboards	"Dashboards; data warehouse; ETL; KPIs; analytics; Power BI"	"empresa de business intelligence; tecnologia e software; dashboards; data warehouse; etl; kpis; analytics; power bi"	Empresas em crescimento, departamentos de TI, operações com processos manuais, startups e organizações com sistemas legados	"Indústria; serviços; financeiro; saúde; varejo; logística; educação; construção; agronegócio"	Processos manuais, sistemas desconectados, baixa escalabilidade, falta de dados ou necessidade de modernização tecnológica. Demanda típica: dashboards.	"uso intenso de planilhas; sistemas legados; vagas de TI abertas; múltiplas ferramentas desconectadas; crescimento de operação; transformação digital anunciada"	Prospectar empresas do ICP com sinais de uso intenso de planilhas ou sistemas legados e potencial demanda por dashboards e data warehouse.	Projeto + sustentação	Alta
B2B-0037	Tecnologia e Software	Empresa de Data Engineering	Data lakes	"Data lakes; pipelines; ETL/ELT; governança; integração de dados"	"empresa de data engineering; tecnologia e software; data lakes; pipelines; etl/elt; governanca; integracao de dados"	Empresas em crescimento, departamentos de TI, operações com processos manuais, startups e organizações com sistemas legados	"Indústria; serviços; financeiro; saúde; varejo; logística; educação; construção; agronegócio"	Processos manuais, sistemas desconectados, baixa escalabilidade, falta de dados ou necessidade de modernização tecnológica. Demanda típica: data lakes.	"uso intenso de planilhas; sistemas legados; vagas de TI abertas; múltiplas ferramentas desconectadas; crescimento de operação; transformação digital anunciada"	Prospectar empresas do ICP com sinais de uso intenso de planilhas ou sistemas legados e potencial demanda por data lakes e pipelines.	Projeto + sustentação	Alta
B2B-0038	Tecnologia e Software	Empresa de QA e Testes	Testes funcionais	"Testes funcionais; automação de testes; performance; segurança; QA as a service"	"empresa de qa e testes; tecnologia e software; testes funcionais; automacao de testes; performance; seguranca; qa as a service"	Empresas em crescimento, departamentos de TI, operações com processos manuais, startups e organizações com sistemas legados	"Indústria; serviços; financeiro; saúde; varejo; logística; educação; construção; agronegócio"	Processos manuais, sistemas desconectados, baixa escalabilidade, falta de dados ou necessidade de modernização tecnológica. Demanda típica: testes funcionais.	"uso intenso de planilhas; sistemas legados; vagas de TI abertas; múltiplas ferramentas desconectadas; crescimento de operação; transformação digital anunciada"	Prospectar empresas do ICP com sinais de uso intenso de planilhas ou sistemas legados e potencial demanda por testes funcionais e automação de testes.	Projeto + sustentação	Alta
B2B-0039	Tecnologia e Software	Empresa de UX/UI	Pesquisa UX	"Pesquisa UX; prototipação; design systems; testes de usabilidade; UI"	"empresa de ux/ui; tecnologia e software; pesquisa ux; prototipacao; design systems; testes de usabilidade; ui"	Empresas em crescimento, departamentos de TI, operações com processos manuais, startups e organizações com sistemas legados	"Indústria; serviços; financeiro; saúde; varejo; logística; educação; construção; agronegócio"	Processos manuais, sistemas desconectados, baixa escalabilidade, falta de dados ou necessidade de modernização tecnológica. Demanda típica: pesquisa ux.	"uso intenso de planilhas; sistemas legados; vagas de TI abertas; múltiplas ferramentas desconectadas; crescimento de operação; transformação digital anunciada"	Prospectar empresas do ICP com sinais de uso intenso de planilhas ou sistemas legados e potencial demanda por pesquisa ux e prototipação.	Projeto + sustentação	Alta
B2B-0040	Tecnologia e Software	Empresa de Integração de Sistemas	APIs	"APIs; middleware; iPaaS; integrações ERP/CRM; sincronização de dados"	"empresa de integracao de sistemas; tecnologia e software; apis; middleware; ipaas; integracoes erp/crm; sincronizacao de dados"	Empresas em crescimento, departamentos de TI, operações com processos manuais, startups e organizações com sistemas legados	"Indústria; serviços; financeiro; saúde; varejo; logística; educação; construção; agronegócio"	Processos manuais, sistemas desconectados, baixa escalabilidade, falta de dados ou necessidade de modernização tecnológica. Demanda típica: apis.	"uso intenso de planilhas; sistemas legados; vagas de TI abertas; múltiplas ferramentas desconectadas; crescimento de operação; transformação digital anunciada"	Prospectar empresas do ICP com sinais de uso intenso de planilhas ou sistemas legados e potencial demanda por apis e middleware.	Projeto + sustentação	Alta
B2B-0041	Consultoria e Gestão	Consultoria Empresarial	Estratégia	"Estratégia; gestão; processos; indicadores; planejamento; governança"	"consultoria empresarial; consultoria e gestao; estrategia; gestao; processos; indicadores; planejamento; governanca"	Empresas médias e grandes, negócios em expansão, organizações em reestruturação e áreas executivas com metas de eficiência	"Indústria; serviços; varejo; financeiro; saúde; tecnologia; logística; franquias"	Baixa eficiência, falta de método de gestão, crescimento desorganizado, margens pressionadas ou necessidade de transformação. Demanda típica: estratégia.	"expansão acelerada; nova liderança; queda de margem; reestruturação; fusão/aquisição; implantação de metas; problemas de processo"	Prospectar empresas do ICP com sinais de expansão acelerada ou nova liderança e potencial demanda por estratégia e gestão.	Projeto ou retainer	Média
B2B-0042	Consultoria e Gestão	Consultoria Estratégica	Planejamento estratégico	"Planejamento estratégico; cenários; portfólio; transformação; OKRs"	"consultoria estrategica; consultoria e gestao; planejamento estrategico; cenarios; portfolio; transformacao; okrs"	Empresas médias e grandes, negócios em expansão, organizações em reestruturação e áreas executivas com metas de eficiência	"Indústria; serviços; varejo; financeiro; saúde; tecnologia; logística; franquias"	Baixa eficiência, falta de método de gestão, crescimento desorganizado, margens pressionadas ou necessidade de transformação. Demanda típica: planejamento estratégico.	"expansão acelerada; nova liderança; queda de margem; reestruturação; fusão/aquisição; implantação de metas; problemas de processo"	Prospectar empresas do ICP com sinais de expansão acelerada ou nova liderança e potencial demanda por planejamento estratégico e cenários.	Projeto ou retainer	Média
B2B-0043	Consultoria e Gestão	Consultoria de Processos	BPM	"BPM; mapeamento; redesenho; automação; melhoria contínua"	"consultoria de processos; consultoria e gestao; bpm; mapeamento; redesenho; automacao; melhoria continua"	Empresas médias e grandes, negócios em expansão, organizações em reestruturação e áreas executivas com metas de eficiência	"Indústria; serviços; varejo; financeiro; saúde; tecnologia; logística; franquias"	Baixa eficiência, falta de método de gestão, crescimento desorganizado, margens pressionadas ou necessidade de transformação. Demanda típica: bpm.	"expansão acelerada; nova liderança; queda de margem; reestruturação; fusão/aquisição; implantação de metas; problemas de processo"	Prospectar empresas do ICP com sinais de expansão acelerada ou nova liderança e potencial demanda por bpm e mapeamento.	Projeto ou retainer	Média
B2B-0044	Consultoria e Gestão	Consultoria de Gestão de Projetos	PMO	"PMO; implantação de metodologia; gestão de portfólio; cronogramas; governança"	"consultoria de gestao de projetos; consultoria e gestao; pmo; implantacao de metodologia; gestao de portfolio; cronogramas; governanca"	Empresas médias e grandes, negócios em expansão, organizações em reestruturação e áreas executivas com metas de eficiência	"Indústria; serviços; varejo; financeiro; saúde; tecnologia; logística; franquias"	Baixa eficiência, falta de método de gestão, crescimento desorganizado, margens pressionadas ou necessidade de transformação. Demanda típica: pmo.	"expansão acelerada; nova liderança; queda de margem; reestruturação; fusão/aquisição; implantação de metas; problemas de processo"	Prospectar empresas do ICP com sinais de expansão acelerada ou nova liderança e potencial demanda por pmo e implantação de metodologia.	Projeto ou retainer	Média
B2B-0045	Consultoria e Gestão	Consultoria de Qualidade	ISO	"ISO; auditorias; sistemas de gestão; melhoria contínua; certificação"	"consultoria de qualidade; consultoria e gestao; iso; auditorias; sistemas de gestao; melhoria continua; certificacao"	Empresas médias e grandes, negócios em expansão, organizações em reestruturação e áreas executivas com metas de eficiência	"Indústria; serviços; varejo; financeiro; saúde; tecnologia; logística; franquias"	Baixa eficiência, falta de método de gestão, crescimento desorganizado, margens pressionadas ou necessidade de transformação. Demanda típica: iso.	"expansão acelerada; nova liderança; queda de margem; reestruturação; fusão/aquisição; implantação de metas; problemas de processo"	Prospectar empresas do ICP com sinais de expansão acelerada ou nova liderança e potencial demanda por iso e auditorias.	Projeto ou retainer	Média
